format,height,width,mean,std,label
PNG,28,28,92.34311224489795,95.02697457267794,5
PNG,28,28,153.55357142857142,110.36587893068608,4
PNG,28,28,80.8813775510204,66.5227823498968,4
PNG,28,28,60.10459183673469,90.28198047962394,1
PNG,28,28,66.47831632653062,103.85284201756073,1
PNG,28,28,52.87244897959184,77.45602146605155,1
PNG,28,28,90.12627551020408,76.26682232234789,0
PNG,28,28,70.86479591836735,96.07745379650511,1
PNG,28,28,43.733418367346935,46.486684570922,4
PNG,28,28,46.517857142857146,71.67544613800204,1
PNG,28,28,73.22831632653062,57.98225154393385,0
PNG,28,28,129.44260204081633,107.67523340651624,4
PNG,28,28,33.44515306122449,72.16201691811877,5
PNG,28,28,61.045918367346935,77.35355112142801,0
PNG,28,28,73.42602040816327,104.28351091840442,9
PNG,28,28,60.621173469387756,74.29929896839134,9
PNG,28,28,72.5484693877551,69.37078869515496,3
PNG,28,28,37.86224489795919,42.31877813353707,6
PNG,28,28,63.724489795918366,79.27366776080123,9
PNG,28,28,71.77423469387755,90.38980945037737,9
PNG,28,28,150.14158163265307,99.42364060817805,2
PNG,28,28,83.69642857142857,96.2769161278114,8
PNG,28,28,53.911989795918366,67.07830224264026,3
PNG,28,28,40.00127551020408,42.87843219326781,6
PNG,28,28,63.182397959183675,95.66163875317875,3
PNG,28,28,89.0,99.88467840260505,8
PNG,28,28,66.77678571428571,88.44160948121393,8
PNG,28,28,38.43877551020408,58.19735798171292,7
PNG,28,28,41.140306122448976,72.93156708488657,7
PNG,28,28,15.216836734693878,37.561567448356385,5
PNG,28,28,32.51147959183673,54.137130971742714,7
PNG,28,28,14.936224489795919,37.99635473964081,5
PNG,28,28,65.22193877551021,101.54770030413036,1
PNG,28,28,46.16454081632653,73.13556546936547,1
PNG,28,28,93.95025510204081,86.27225430101976,0
PNG,28,28,53.11862244897959,89.40248056265226,1
PNG,28,28,108.35714285714286,111.25030382898204,3
PNG,28,28,38.79974489795919,70.93309904939477,7
PNG,28,28,44.99234693877551,79.72174147545721,7
PNG,28,28,79.17091836734694,73.5726863358054,3
PNG,28,28,65.91071428571429,93.53421936022416,8
PNG,28,28,22.977040816326532,54.925152999873916,5
PNG,28,28,79.17602040816327,77.37286897582771,0
PNG,28,28,76.61989795918367,58.41578546785383,2
PNG,28,28,78.47066326530613,63.51053790569156,6
PNG,28,28,67.88392857142857,93.4295164154645,9
PNG,28,28,31.591836734693878,63.027907122307674,7
PNG,28,28,75.92219387755102,88.64596700705268,9
PNG,28,28,81.52678571428571,99.82419135903227,9
PNG,28,28,24.7984693877551,46.06071522950056,7
PNG,28,28,47.88647959183673,83.38262323778793,7
PNG,28,28,114.16836734693878,113.62702915449871,4
PNG,28,28,28.815051020408163,39.207164692983135,4
PNG,28,28,75.73341836734694,103.03437907304449,1
PNG,28,28,71.87244897959184,62.68195193262676,4
PNG,28,28,73.56505102040816,91.99197698489382,1
PNG,28,28,79.62117346938776,77.55452730012232,0
PNG,28,28,126.9170918367347,106.89444781266816,0
PNG,28,28,47.72704081632653,82.07296395069082,1
PNG,28,28,127.84821428571429,111.5803507127423,2
PNG,28,28,83.60076530612245,104.68912945451844,6
PNG,28,28,98.68239795918367,83.11465462009176,6
PNG,28,28,75.8329081632653,73.65755284098283,2
PNG,28,28,96.91071428571429,104.2011873071727,9
PNG,28,28,42.75255102040816,59.65215918584265,1
PNG,28,28,14.994897959183673,41.046016666337565,5
PNG,28,28,35.53061224489796,57.10464420186045,1
PNG,28,28,51.86607142857143,75.7564146396602,5
PNG,28,28,96.71428571428571,106.29063448673094,6
PNG,28,28,74.24617346938776,55.765035134221236,2
PNG,28,28,26.89030612244898,32.19964361426817,6
PNG,28,28,33.433673469387756,69.85869987145561,7
PNG,28,28,183.29591836734693,87.97972971362853,8
PNG,28,28,61.04081632653061,83.53842979368738,8
PNG,28,28,72.65051020408163,94.48555822995071,7
PNG,28,28,93.90943877551021,102.62179529755456,1
PNG,28,28,10.131377551020408,32.43182543680786,0
PNG,28,28,49.02933673469388,88.4065308706347,5
PNG,28,28,45.88647959183673,58.193301396317466,0
PNG,28,28,106.41581632653062,80.24624445943758,0
PNG,28,28,22.210459183673468,52.54575598693133,5
PNG,28,28,135.43239795918367,88.86361954671703,6
PNG,28,28,39.50255102040816,60.27545184843587,9
PNG,28,28,57.25255102040816,71.19889856421658,3
PNG,28,28,89.50255102040816,96.5553663397457,3
PNG,28,28,54.62372448979592,64.52022700092293,6
PNG,28,28,80.60969387755102,111.96804257952338,3
PNG,28,28,84.23086734693878,78.2483390725647,8
PNG,28,28,59.463010204081634,90.82433515443311,7
PNG,28,28,117.39923469387755,113.33155282956837,9
PNG,28,28,94.29719387755102,109.3766997175599,9
PNG,28,28,110.99107142857143,110.71899147545481,0
PNG,28,28,56.808673469387756,92.46122533298512,1
PNG,28,28,119.74234693877551,96.60178856354344,4
PNG,28,28,59.8405612244898,86.67930771181385,5
PNG,28,28,66.19132653061224,51.22797312888123,6
PNG,28,28,66.60204081632654,90.45535202585187,9
PNG,28,28,51.16326530612245,47.81086651259016,0
PNG,28,28,54.630102040816325,65.16022960701234,0
PNG,28,28,44.786989795918366,69.50129777176164,1
PNG,28,28,80.40433673469387,89.0729523959977,4
PNG,28,28,39.141581632653065,77.37194229590786,5
PNG,28,28,102.66198979591837,87.06864102018555,4
PNG,28,28,33.901785714285715,36.98947446640761,0
PNG,28,28,69.70535714285714,60.56413089356486,0
PNG,28,28,127.44770408163265,93.85788931989629,0
PNG,28,28,23.792091836734695,44.17583013451132,5
PNG,28,28,74.40816326530613,98.09086653010262,3
PNG,28,28,39.42984693877551,60.07601627612491,9
PNG,28,28,127.60204081632654,114.18997014427035,2
PNG,28,28,114.14158163265306,110.27583276210608,3
PNG,28,28,69.72321428571429,90.8464232887693,8
PNG,28,28,25.721938775510203,63.00786902845117,8
PNG,28,28,94.35331632653062,102.5875008011923,8
PNG,28,28,101.30357142857143,105.92317531530837,9
PNG,28,28,107.16581632653062,87.64904539130521,2
PNG,28,28,27.510204081632654,46.89648716185058,3
PNG,28,28,22.571428571428573,44.600722973915104,7
PNG,28,28,143.21173469387756,103.47892945855594,6
PNG,28,28,134.59311224489795,103.73217330746253,6
PNG,28,28,113.11224489795919,99.81407539010138,8
PNG,28,28,63.1875,93.20051511241442,1
PNG,28,28,44.36607142857143,79.13666764009318,5
PNG,28,28,41.79336734693877,60.267987042296035,0
PNG,28,28,76.2079081632653,85.58866621463224,4
PNG,28,28,50.607142857142854,72.57836194382578,5
PNG,28,28,112.64923469387755,108.63061438686319,4
PNG,28,28,81.54591836734694,108.5305276985418,3
PNG,28,28,73.1734693877551,65.09132524889338,6
PNG,28,28,123.0140306122449,103.71229856950664,4
PNG,28,28,95.67091836734694,59.77117395443472,2
PNG,28,28,84.8609693877551,108.66965625645929,3
PNG,28,28,58.50892857142857,72.50976304338019,8
PNG,28,28,89.69770408163265,81.81664539759934,0
PNG,28,28,43.66836734693877,66.29862266082304,5
PNG,28,28,52.121173469387756,80.37312133615845,1
PNG,28,28,43.661989795918366,45.84322534820632,0
PNG,28,28,29.20280612244898,60.10181363594412,8
PNG,28,28,88.16581632653062,60.60490613640944,2
PNG,28,28,113.66454081632654,88.15293394467626,2
PNG,28,28,71.20408163265306,84.20908552751949,9
PNG,28,28,54.45025510204081,79.65518850682214,7
PNG,28,28,51.17474489795919,81.1006638598375,3
PNG,28,28,85.05484693877551,68.04890799688418,2
PNG,28,28,36.66454081632653,64.4892094105781,7
PNG,28,28,93.78188775510205,92.05856958030076,8
PNG,28,28,94.66581632653062,106.20197860702925,8
PNG,28,28,25.334183673469386,40.04758718874002,9
PNG,28,28,23.414540816326532,62.549534189633825,5
PNG,28,28,59.264030612244895,87.64779315521102,5
PNG,28,28,128.79336734693877,112.71818143225906,0
PNG,28,28,53.02933673469388,90.05276461534204,7
PNG,28,28,60.85459183673469,90.6306519945424,7
PNG,28,28,87.01658163265306,103.16640501155715,2
PNG,28,28,107.48469387755102,98.56327487192031,2
PNG,28,28,96.52806122448979,98.39324852562204,8
PNG,28,28,91.65051020408163,108.5385420105711,6
PNG,28,28,50.42984693877551,62.23693762612853,8
PNG,28,28,118.83035714285714,109.68375480553078,9
PNG,28,28,116.5765306122449,94.19233341242605,2
PNG,28,28,62.07397959183673,62.25021216650666,0
PNG,28,28,80.39795918367346,87.53518124170841,0
PNG,28,28,22.244897959183675,54.10219189503075,5
PNG,28,28,19.831632653061224,20.962240576510546,6
PNG,28,28,111.85076530612245,91.37813577871842,8
PNG,28,28,60.41326530612245,63.85940094721979,6
PNG,28,28,140.0765306122449,107.20325326412593,6
PNG,28,28,18.517857142857142,37.934418267395564,3
PNG,28,28,55.798469387755105,67.19132139738446,3
PNG,28,28,66.09693877551021,64.08170638075832,2
PNG,28,28,118.33163265306122,111.46300850363488,0
PNG,28,28,56.28188775510204,94.03139878604843,1
PNG,28,28,66.09056122448979,87.63102849908516,5
PNG,28,28,15.110969387755102,42.4746825200935,5
PNG,28,28,52.16326530612245,94.45171467826461,1
PNG,28,28,137.45280612244898,111.45814771072266,4
PNG,28,28,124.33673469387755,107.34813134667733,0
PNG,28,28,27.431122448979593,59.56674228539958,5
PNG,28,28,110.04591836734694,109.1285070674425,4
PNG,28,28,130.96683673469389,114.13134182121982,4
PNG,28,28,94.03698979591837,95.20284417977366,4
PNG,28,28,99.8125,86.73362220789018,4
PNG,28,28,115.83928571428571,95.92505943736091,6
PNG,28,28,89.04081632653062,85.89399831345835,9
PNG,28,28,98.30357142857143,96.25977123738384,8
PNG,28,28,54.44387755102041,43.89373663265458,2
PNG,28,28,64.95663265306122,84.27285408481043,3
PNG,28,28,118.36734693877551,89.07763041246686,2
PNG,28,28,22.427295918367346,47.30313468313921,7
PNG,28,28,34.044642857142854,59.80710316214922,9
PNG,28,28,132.9923469387755,105.0428481212817,2
PNG,28,28,114.1938775510204,99.70012774675718,8
PNG,28,28,72.03698979591837,59.31077275173592,2
PNG,28,28,72.3686224489796,87.75457476963986,0
PNG,28,28,114.51658163265306,97.89997618638299,4
PNG,28,28,58.859693877551024,70.6263393075694,0
PNG,28,28,106.14413265306122,108.77554070833465,0
PNG,28,28,76.78571428571429,96.15886886410681,5
PNG,28,28,62.63137755102041,84.8211689327774,4
PNG,28,28,37.00127551020408,45.863192173378614,4
PNG,28,28,87.72193877551021,104.85176235862961,0
PNG,28,28,123.53826530612245,100.32590294172522,4
PNG,28,28,129.99744897959184,70.07712583233467,8
PNG,28,28,72.4859693877551,96.4727269648779,7
PNG,28,28,82.3061224489796,101.29643386386327,9
PNG,28,28,81.85331632653062,99.54361501383394,9
PNG,28,28,99.55739795918367,88.336622928275,4
PNG,28,28,81.1045918367347,101.59274580068795,8
PNG,28,28,127.95025510204081,106.00254533397705,2
PNG,28,28,72.76658163265306,63.65181799629239,6
PNG,28,28,68.36352040816327,79.5182833927467,9
PNG,28,28,80.72576530612245,99.9237211598663,9
PNG,28,28,44.84183673469388,70.72653562507048,3
PNG,28,28,113.55484693877551,110.08500681976263,3
PNG,28,28,60.95663265306123,58.91675774992218,6
PNG,28,28,15.846938775510203,44.88604665713451,8
PNG,28,28,35.50127551020408,40.82900502625919,4
PNG,28,28,80.3954081632653,99.89693300503772,1
PNG,28,28,41.73724489795919,84.13510963944877,5
PNG,28,28,92.11989795918367,110.17315180923809,3
PNG,28,28,128.45280612244898,102.70138413551282,2
PNG,28,28,71.19897959183673,92.14977105278784,8
PNG,28,28,129.41071428571428,108.40359296091958,4
PNG,28,28,43.00765306122449,78.08098518559498,5
PNG,28,28,23.473214285714285,59.92405309780345,5
PNG,28,28,80.87755102040816,101.16696800048256,9
PNG,28,28,67.88520408163265,96.72298750396952,9
PNG,28,28,98.18494897959184,89.06235048249503,8
PNG,28,28,23.818877551020407,49.44098575280934,3
PNG,28,28,70.40561224489795,72.43372247907861,8
PNG,28,28,45.33673469387755,81.91411553591757,7
PNG,28,28,82.47321428571429,93.41162360960574,6
PNG,28,28,19.386479591836736,32.43352496550998,2
PNG,28,28,140.53061224489795,91.15179412987187,4
PNG,28,28,88.44260204081633,87.93621164070682,0
PNG,28,28,24.650510204081634,51.331707388447164,5
PNG,28,28,61.599489795918366,58.91701444893849,6
PNG,28,28,41.14413265306123,66.47925018658196,7
PNG,28,28,101.42729591836735,67.50296531532086,2
PNG,28,28,57.74872448979592,54.01834413858976,2
PNG,28,28,86.40943877551021,80.57843790870778,8
PNG,28,28,51.37627551020408,50.01193733424145,2
PNG,28,28,28.209183673469386,58.60660631204679,7
PNG,28,28,48.35076530612245,68.24992094206395,7
PNG,28,28,37.45790816326531,70.5061204733011,7
PNG,28,28,43.95918367346939,61.73377971999839,8
PNG,28,28,97.10841836734694,87.51472022272426,6
PNG,28,28,76.44897959183673,100.65964804158976,9
PNG,28,28,38.621173469387756,73.64573647308978,5
PNG,28,28,26.010204081632654,53.29567024914209,5
PNG,28,28,146.51658163265307,99.94189500960385,6
PNG,28,28,60.327806122448976,78.3791377014289,9
PNG,28,28,112.3061224489796,106.91011942741906,9
PNG,28,28,88.41836734693878,80.11061211128428,2
PNG,28,28,52.641581632653065,53.129129904763296,8
PNG,28,28,54.807397959183675,58.2579362760796,2
PNG,28,28,20.262755102040817,38.15138134500325,7
PNG,28,28,98.49617346938776,94.30950720167596,2
PNG,28,28,102.28061224489795,107.24542867205915,4
PNG,28,28,101.625,83.97629152484234,4
PNG,28,28,29.3265306122449,55.95183342370072,7
PNG,28,28,36.16836734693877,68.64194454118902,7
PNG,28,28,46.2155612244898,73.9630231160175,1
PNG,28,28,12.396683673469388,40.912544097283686,5
PNG,28,28,60.535714285714285,86.187777022982,1
PNG,28,28,122.00892857142857,110.47982626759216,0
PNG,28,28,48.30102040816327,63.55018665156353,5
PNG,28,28,52.014030612244895,81.26065743026611,5
PNG,28,28,58.85076530612245,87.82260891803095,3
PNG,28,28,46.14413265306123,75.99737100221105,8
PNG,28,28,78.39923469387755,99.05176728082706,9
PNG,28,28,91.22066326530613,74.70782225230855,6
PNG,28,28,88.58418367346938,101.58184121253922,8
PNG,28,28,69.48469387755102,67.05856997087652,3
PNG,28,28,33.213010204081634,59.75510638345359,7
PNG,28,28,43.107142857142854,64.17570945204633,3
PNG,28,28,92.35204081632654,90.07293555960561,4
PNG,28,28,104.78954081632654,83.01017482995294,4
PNG,28,28,127.40688775510205,96.16840036139227,8
PNG,28,28,113.7704081632653,100.24499754345082,8
PNG,28,28,60.400510204081634,62.48230606474335,8
PNG,28,28,96.11352040816327,97.2840026116182,8
PNG,28,28,65.47831632653062,102.37473450276774,1
PNG,28,28,86.64668367346938,100.34774442124022,0
PNG,28,28,149.5612244897959,101.88613505707228,6
PNG,28,28,133.0612244897959,105.14527766298949,6
PNG,28,28,51.46683673469388,81.15187275237855,7
PNG,28,28,105.22448979591837,104.74055951928632,9
PNG,28,28,60.878826530612244,74.61371174426067,3
PNG,28,28,103.34438775510205,101.28239602227482,9
PNG,28,28,103.64668367346938,79.0759058883501,4
PNG,28,28,128.37882653061226,99.74890982295429,4
PNG,28,28,37.79081632653061,65.32885505973026,5
PNG,28,28,91.55994897959184,83.42934489610545,0
PNG,28,28,47.451530612244895,72.77320232921637,1
PNG,28,28,40.734693877551024,83.23570245803059,5
PNG,28,28,57.017857142857146,85.96432095375857,1
PNG,28,28,106.83035714285714,105.15158177541814,0
PNG,28,28,121.59056122448979,101.46339675122883,0
PNG,28,28,63.503826530612244,99.17016650249798,1
PNG,28,28,36.05612244897959,58.01483724071488,5
PNG,28,28,21.658163265306122,38.98652939384866,5
PNG,28,28,44.5280612244898,76.38045366691402,7
PNG,28,28,122.58418367346938,82.64330815315223,8
PNG,28,28,43.84311224489796,77.34119429651892,7
PNG,28,28,42.17857142857143,75.58056756784478,7
PNG,28,28,113.23724489795919,105.045349004663,8
PNG,28,28,100.4438775510204,80.47503677630891,2
PNG,28,28,109.46428571428571,85.03595428057571,2
PNG,28,28,38.06505102040816,51.36689856673015,0
PNG,28,28,88.68367346938776,101.6581879753126,0
PNG,28,28,111.47321428571429,101.80493200471524,4
PNG,28,28,38.20663265306123,65.0873091558621,5
PNG,28,28,17.57908163265306,27.040858562731742,0
PNG,28,28,72.36607142857143,88.00937694634983,1
PNG,28,28,123.49617346938776,99.05680181268555,1
PNG,28,28,53.01020408163265,75.91346710375869,1
PNG,28,28,110.09438775510205,100.31599954354776,4
PNG,28,28,33.95918367346939,59.122933733122224,7
PNG,28,28,43.99744897959184,44.197059806429564,6
PNG,28,28,39.71938775510204,66.92007364586513,7
PNG,28,28,102.6938775510204,93.73666252481539,2
PNG,28,28,52.39540816326531,90.48436430122426,1
PNG,28,28,67.2920918367347,101.16126819271747,1
PNG,28,28,118.30357142857143,112.7611919758581,0
PNG,28,28,108.72448979591837,115.93293105192636,4
PNG,28,28,81.64413265306122,87.76529543573119,4
PNG,28,28,62.32397959183673,69.79121294669561,4
PNG,28,28,45.76275510204081,74.40628841485591,7
PNG,28,28,77.07908163265306,93.8947053079719,3
PNG,28,28,68.6811224489796,78.3144521729436,9
PNG,28,28,23.3890306122449,39.339125148224056,6
PNG,28,28,102.73086734693878,101.99782543831837,4
PNG,28,28,109.10076530612245,90.44225973710012,4
PNG,28,28,76.07270408163265,94.38638332393957,0
PNG,28,28,27.244897959183675,33.8477416798569,0
PNG,28,28,54.7844387755102,65.46350215953275,3
PNG,28,28,73.53061224489795,92.30596903794098,8
